,Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
1584,14.0,66,4.0,29.0,partly cloudy,1009.07,1,Spring,6.5,inland,Cloudy
8130,43.0,66,6.5,16.0,partly cloudy,1013.71,8,Summer,6.0,mountain,Sunny
8557,22.0,66,5.5,10.0,clear,1024.8,6,Spring,8.0,inland,Sunny
7611,14.0,66,7.5,20.0,overcast,1015.78,4,Spring,7.0,coastal,Cloudy
9738,12.0,66,9.0,48.0,partly cloudy,1008.75,1,Autumn,5.0,mountain,Cloudy
4916,25.0,66,3.0,2.0,clear,1016.4,7,Summer,8.0,mountain,Sunny
11215,23.0,66,7.5,35.0,overcast,1011.68,1,Summer,6.5,mountain,Cloudy
11205,33.0,66,9.5,15.0,partly cloudy,1028.75,9,Spring,9.5,coastal,Sunny
7665,3.0,66,2.5,76.0,overcast,982.59,1,Winter,1.5,inland,Snowy
3360,-7.0,66,7.0,76.0,overcast,985.52,0,Winter,5.0,mountain,Snowy
4358,-1.0,66,4.0,96.0,overcast,985.95,0,Winter,3.0,inland,Snowy
2145,-1.0,66,15.0,56.0,overcast,988.43,0,Winter,1.5,inland,Snowy
798,19.0,66,5.0,64.0,partly cloudy,1012.05,0,Autumn,1.0,inland,Rainy
282,11.0,66,13.5,39.0,partly cloudy,1005.33,2,Summer,7.5,coastal,Cloudy
6051,2.0,66,5.0,77.0,partly cloudy,980.26,1,Winter,3.0,mountain,Snowy
6050,2.0,66,1.0,53.0,overcast,983.97,1,Winter,1.0,mountain,Snowy
4959,0.0,66,17.0,72.0,overcast,986.7,0,Winter,4.0,inland,Snowy
2313,20.0,66,7.0,24.0,partly cloudy,1000.57,4,Winter,5.5,mountain,Cloudy
9381,11.0,66,6.0,49.0,partly cloudy,1015.45,3,Spring,5.0,coastal,Cloudy
6034,28.0,66,12.5,39.0,overcast,1000.61,1,Winter,6.5,coastal,Cloudy
1531,30.0,66,18.0,87.0,overcast,1015.52,0,Winter,4.5,mountain,Rainy
4943,29.0,66,6.5,2.0,partly cloudy,1018.54,8,Winter,8.0,inland,Sunny
2087,-7.0,66,17.5,71.0,partly cloudy,994.99,1,Winter,5.0,inland,Snowy
363,36.0,66,2.0,13.0,clear,1010.25,6,Summer,6.5,inland,Sunny
11671,21.0,66,11.5,71.0,overcast,1019.63,1,Summer,1.0,inland,Rainy
4391,27.0,66,6.0,67.0,partly cloudy,1016.14,0,Spring,3.0,coastal,Rainy
2842,16.0,66,9.0,23.0,partly cloudy,1016.22,2,Summer,6.5,inland,Cloudy
4978,14.0,66,10.5,17.0,overcast,1004.04,2,Autumn,5.5,coastal,Cloudy
12257,31.0,66,9.5,19.0,clear,1015.78,5,Winter,9.0,mountain,Sunny
8147,21.0,66,5.5,36.0,overcast,1003.38,4,Summer,8.5,coastal,Cloudy
3958,32.0,66,6.0,92.0,partly cloudy,1010.21,2,Spring,1.5,inland,Rainy
7102,33.0,66,8.5,17.0,partly cloudy,1007.14,4,Summer,6.0,mountain,Cloudy
8577,26.0,66,8.5,18.0,partly cloudy,1003.82,2,Winter,6.0,coastal,Cloudy
3704,14.0,66,12.0,22.0,overcast,1007.43,1,Autumn,9.0,inland,Cloudy
11701,18.0,66,11.0,65.0,overcast,991.64,3,Autumn,1.5,mountain,Rainy
5676,44.0,66,2.0,9.0,clear,1019.66,7,Summer,9.0,mountain,Sunny
11265,15.0,66,5.0,85.0,cloudy,829.98,0,Autumn,4.5,inland,Snowy
2282,7.0,66,2.0,83.0,overcast,1127.9,9,Spring,5.5,inland,Sunny
1544,34.0,66,8.5,95.0,cloudy,1023.42,10,Spring,16.5,coastal,Snowy
10413,26.0,66,0.5,17.0,clear,1010.85,10,Spring,8.5,coastal,Sunny
10112,34.0,66,3.5,12.0,clear,1010.56,6,Spring,5.5,mountain,Sunny
7550,27.0,66,10.5,40.0,partly cloudy,1018.09,4,Summer,6.5,mountain,Cloudy
4801,14.0,66,10.0,41.0,partly cloudy,1004.91,1,Autumn,7.5,coastal,Cloudy
4441,-6.0,66,8.5,65.0,overcast,981.73,0,Winter,4.0,mountain,Snowy
5681,33.0,66,9.0,24.0,partly cloudy,1004.24,4,Spring,6.0,mountain,Cloudy
4793,42.0,66,8.5,3.0,partly cloudy,1026.29,6,Spring,6.5,coastal,Sunny
2990,27.0,66,11.5,28.0,overcast,1003.18,1,Autumn,6.0,inland,Cloudy
3819,17.0,66,11.5,29.0,overcast,1006.5,2,Winter,8.0,inland,Cloudy
9727,2.0,66,11.5,40.0,overcast,1121.11,2,Winter,6.0,inland,Sunny
9111,7.0,66,13.5,73.0,partly cloudy,886.94,10,Summer,12.5,coastal,Rainy
10458,3.0,66,16.5,84.0,partly cloudy,997.36,1,Winter,4.5,inland,Snowy
4841,29.0,66,9.5,27.0,overcast,1002.75,2,Winter,6.5,inland,Cloudy
8588,24.0,66,8.5,28.0,overcast,1013.95,1,Summer,9.0,mountain,Cloudy
12258,12.0,66,2.0,99.0,partly cloudy,1071.19,4,Winter,19.0,mountain,Cloudy
11231,-3.0,66,10.0,80.0,overcast,984.12,0,Winter,5.0,inland,Snowy
1134,-4.0,66,11.5,70.0,overcast,995.27,0,Winter,4.0,mountain,Snowy
2229,41.0,66,5.5,6.0,clear,1012.98,9,Summer,8.0,mountain,Sunny
12626,34.0,66,1.0,40.0,partly cloudy,1011.33,4,Autumn,6.5,inland,Cloudy
1136,21.0,66,0.5,74.0,overcast,927.33,13,Summer,19.0,inland,Sunny
3805,26.0,66,9.0,28.0,partly cloudy,1126.33,14,Autumn,1.0,mountain,Sunny
11691,27.0,66,10.0,58.0,overcast,1014.51,1,Winter,3.0,inland,Rainy
11693,31.0,66,9.5,16.0,overcast,1003.63,4,Winter,6.5,coastal,Cloudy
2243,41.0,66,5.0,3.0,partly cloudy,1025.46,6,Winter,5.5,coastal,Sunny
10377,12.0,66,5.5,27.0,partly cloudy,1003.07,2,Winter,8.0,mountain,Cloudy
9711,25.0,66,6.5,65.0,cloudy,1045.09,7,Autumn,5.0,mountain,Cloudy
2288,4.0,66,6.0,87.0,overcast,995.11,0,Winter,1.5,inland,Snowy
2287,10.0,66,8.5,27.0,partly cloudy,1005.36,4,Summer,5.5,inland,Cloudy
4349,3.0,66,16.0,62.0,partly cloudy,997.97,1,Winter,3.5,inland,Snowy
11194,23.0,66,9.0,26.0,overcast,1007.19,4,Winter,5.5,coastal,Cloudy
12144,32.0,66,5.5,9.0,clear,1029.46,9,Autumn,9.0,inland,Sunny
4062,31.0,66,10.0,75.0,partly cloudy,1052.83,14,Summer,10.5,inland,Rainy
11655,19.0,66,9.0,76.0,overcast,1009.63,2,Winter,3.5,mountain,Rainy
3867,4.0,66,3.0,64.0,partly cloudy,987.68,0,Winter,3.0,mountain,Snowy
5007,2.0,66,0.5,55.0,overcast,982.71,0,Winter,4.5,inland,Snowy
12869,42.0,66,12.0,44.0,overcast,939.18,14,Summer,12.0,inland,Snowy
12733,21.0,66,9.0,41.0,overcast,1005.77,4,Winter,6.0,coastal,Cloudy
1641,-2.0,66,18.5,76.0,partly cloudy,987.65,1,Winter,5.0,inland,Snowy
7503,30.0,66,11.5,20.0,overcast,1013.21,1,Summer,5.0,inland,Cloudy
8680,16.0,66,13.0,78.0,overcast,1018.8,1,Winter,4.0,coastal,Rainy
1636,4.0,66,3.5,95.0,overcast,994.68,0,Winter,4.5,mountain,Snowy
9989,11.0,66,12.5,28.0,partly cloudy,1146.89,1,Autumn,2.5,inland,Snowy
10016,28.0,66,3.0,26.0,partly cloudy,1006.05,4,Winter,5.5,coastal,Cloudy
3857,3.0,66,19.0,63.0,overcast,980.62,0,Winter,2.0,inland,Snowy
11816,37.0,66,9.5,90.0,overcast,998.62,8,Summer,3.5,coastal,Cloudy
2827,20.0,66,11.0,52.0,partly cloudy,1019.78,3,Spring,4.5,mountain,Rainy
3859,3.0,66,13.0,91.0,partly cloudy,995.95,1,Winter,1.0,inland,Snowy
9429,34.0,66,7.5,37.0,overcast,1007.45,3,Spring,7.0,coastal,Cloudy
6088,-5.0,66,1.0,97.0,overcast,990.5,0,Winter,2.0,inland,Snowy
7706,21.0,66,4.5,47.0,overcast,1002.76,3,Summer,7.0,coastal,Cloudy
5045,10.0,66,13.0,52.0,overcast,991.27,3,Autumn,2.5,mountain,Rainy
46,33.0,66,9.0,18.0,partly cloudy,1014.34,3,Autumn,6.0,mountain,Cloudy
9510,31.0,66,9.0,71.0,partly cloudy,1006.12,1,Autumn,4.0,mountain,Rainy
1519,39.0,66,5.0,11.0,clear,1024.35,5,Spring,9.0,mountain,Sunny
4717,36.0,66,8.5,8.0,partly cloudy,1012.07,10,Autumn,7.0,inland,Sunny
10151,30.0,66,2.0,2.0,clear,1026.84,6,Winter,5.5,coastal,Sunny
2821,17.0,66,18.5,98.0,overcast,1013.12,1,Spring,4.0,coastal,Rainy
9132,-9.0,66,7.0,67.0,overcast,980.92,1,Winter,4.0,inland,Snowy
6781,22.0,66,2.0,7.0,clear,1010.03,5,Winter,6.5,coastal,Sunny
13173,15.0,66,8.0,59.0,overcast,1006.99,2,Autumn,5.0,inland,Rainy
6117,17.0,66,14.5,14.0,overcast,1003.45,4,Winter,5.5,inland,Cloudy
10345,7.0,66,8.0,35.0,cloudy,1133.94,12,Winter,0.0,inland,Sunny
6119,18.0,66,14.0,10.0,partly cloudy,1000.04,1,Autumn,8.0,coastal,Cloudy
9512,26.0,66,12.0,88.0,partly cloudy,993.93,1,Spring,1.0,coastal,Rainy
12887,0.0,66,2.0,90.0,overcast,998.69,1,Winter,1.0,inland,Snowy
12360,21.0,66,6.0,40.0,overcast,1004.33,2,Spring,9.0,mountain,Cloudy
10631,30.0,66,4.5,12.0,clear,1024.75,6,Autumn,6.5,mountain,Sunny
7675,-8.0,66,2.5,70.0,overcast,999.51,0,Winter,4.0,inland,Snowy
8664,29.0,66,12.5,58.0,partly cloudy,1012.16,0,Winter,5.0,inland,Rainy
1170,29.0,66,1.0,12.0,overcast,1005.8,3,Autumn,5.5,inland,Cloudy
4739,-5.0,66,18.5,92.0,overcast,980.05,0,Winter,3.0,inland,Snowy
12261,14.0,66,4.0,30.0,overcast,1010.15,1,Winter,5.0,mountain,Cloudy
9349,37.0,66,8.0,13.0,clear,1017.12,7,Winter,9.5,mountain,Sunny
7269,17.0,66,18.0,63.0,partly cloudy,992.22,1,Winter,2.5,inland,Rainy
10571,41.0,66,8.0,11.0,clear,1020.81,11,Winter,9.0,mountain,Sunny
8693,18.0,66,8.0,72.0,overcast,1003.03,0,Autumn,1.5,coastal,Rainy
8662,14.0,66,6.0,12.0,partly cloudy,1019.58,1,Summer,5.5,mountain,Cloudy
12890,25.0,66,0.5,2.0,clear,1025.57,8,Spring,7.5,coastal,Sunny
851,-3.0,65,9.0,55.0,overcast,994.87,0,Winter,4.0,inland,Snowy
4129,3.0,65,0.5,82.0,cloudy,1051.73,13,Winter,3.5,coastal,Snowy
9021,27.0,65,7.5,8.0,partly cloudy,1020.55,9,Spring,8.5,mountain,Sunny
8989,28.0,65,15.5,64.0,overcast,998.92,2,Autumn,1.5,inland,Rainy
644,14.0,65,17.5,74.0,overcast,1004.29,2,Winter,2.0,inland,Rainy
4126,32.0,65,5.0,43.0,overcast,1009.08,2,Autumn,8.0,coastal,Cloudy
3264,-4.0,65,7.5,58.0,partly cloudy,989.56,1,Winter,4.5,inland,Snowy
8063,36.0,65,7.5,53.0,overcast,892.67,7,Autumn,18.5,mountain,Rainy
10964,-5.0,65,5.0,60.0,overcast,987.77,1,Winter,3.0,inland,Snowy
861,15.0,65,5.0,10.0,partly cloudy,1009.5,4,Winter,6.5,mountain,Cloudy
12431,21.0,65,3.0,14.0,partly cloudy,1001.05,4,Winter,8.0,mountain,Cloudy
4141,17.0,65,11.0,37.0,partly cloudy,1017.68,4,Summer,8.5,coastal,Cloudy
1639,29.0,65,1.0,5.0,clear,1014.66,5,Summer,8.5,inland,Sunny
660,-10.0,65,7.5,78.0,overcast,999.97,0,Winter,4.5,inland,Snowy
8065,27.0,65,13.0,83.0,partly cloudy,1002.82,0,Winter,5.0,coastal,Rainy
8998,17.0,65,12.5,34.0,partly cloudy,1009.68,4,Summer,5.5,coastal,Cloudy
11532,-9.0,65,10.5,74.0,overcast,992.52,1,Winter,5.0,mountain,Snowy
3295,14.0,65,10.5,58.0,overcast,1007.55,0,Summer,3.0,coastal,Rainy
121,31.0,65,1.5,18.0,overcast,1008.47,2,Summer,9.0,inland,Cloudy
12370,17.0,65,4.5,21.0,partly cloudy,1011.56,3,Autumn,6.0,inland,Cloudy
5666,12.0,65,20.0,85.0,overcast,1003.91,3,Summer,1.5,inland,Rainy
3995,24.0,65,5.5,74.0,partly cloudy,1005.97,1,Winter,2.5,inland,Rainy
3479,22.0,65,13.0,31.0,partly cloudy,1016.64,4,Summer,6.5,mountain,Cloudy
1640,11.0,65,6.0,53.0,partly cloudy,1003.38,1,Summer,4.5,coastal,Rainy
5659,12.0,65,12.5,29.0,overcast,1006.37,3,Spring,7.5,inland,Cloudy
5743,30.0,65,10.0,27.0,overcast,1019.71,2,Spring,6.5,coastal,Cloudy
13193,-5.0,65,15.5,50.0,overcast,982.57,1,Winter,5.0,inland,Snowy
668,28.0,65,6.5,44.0,partly cloudy,1016.96,3,Autumn,5.0,inland,Cloudy
7973,-5.0,65,10.5,81.0,overcast,992.86,1,Winter,5.0,mountain,Snowy
5678,32.0,65,1.5,17.0,partly cloudy,1007.14,3,Spring,6.0,coastal,Cloudy
5673,33.0,65,9.5,0.0,partly cloudy,1026.33,5,Autumn,5.0,mountain,Sunny
13174,19.0,65,2.5,20.0,partly cloudy,1016.81,1,Spring,8.0,inland,Cloudy
13093,-5.0,65,11.0,64.0,partly cloudy,996.37,0,Winter,3.5,inland,Snowy
8934,19.0,65,10.0,97.0,partly cloudy,1007.33,3,Summer,1.0,coastal,Rainy
8211,-3.0,65,13.0,61.0,overcast,992.6,0,Winter,5.0,inland,Snowy
6074,12.0,65,6.5,99.0,overcast,996.32,3,Autumn,4.0,inland,Rainy
5538,36.0,65,7.5,1.0,clear,1026.61,8,Spring,9.5,mountain,Sunny
3981,-1.0,65,7.0,68.0,overcast,998.96,0,Winter,3.0,inland,Snowy
12434,22.0,65,7.5,18.0,clear,1022.12,9,Autumn,8.5,mountain,Sunny
5474,32.0,65,7.5,9.0,clear,1022.08,6,Summer,8.5,mountain,Sunny
11492,15.0,65,2.0,14.0,overcast,1005.75,1,Autumn,7.0,inland,Cloudy
9787,31.0,65,7.0,53.0,overcast,997.46,0,Spring,4.5,inland,Rainy
5770,32.0,65,18.5,81.0,overcast,1009.67,2,Spring,5.0,inland,Rainy
1465,2.0,65,19.0,63.0,partly cloudy,990.69,1,Winter,4.5,mountain,Snowy
3208,22.0,65,7.0,9.0,clear,1025.95,6,Spring,7.5,coastal,Sunny
11442,12.0,65,19.0,60.0,partly cloudy,1016.71,2,Autumn,3.0,mountain,Rainy
8954,-10.0,65,4.0,89.0,partly cloudy,990.64,1,Winter,5.0,inland,Snowy
9126,27.0,65,10.5,75.0,overcast,1007.79,1,Spring,3.0,coastal,Rainy
6142,19.0,65,8.0,27.0,partly cloudy,1011.53,4,Spring,5.5,coastal,Cloudy
1620,19.0,65,3.0,41.0,overcast,1012.48,2,Spring,6.5,inland,Cloudy
13094,31.0,65,1.0,30.0,overcast,1018.25,3,Autumn,6.5,coastal,Cloudy
8039,42.0,65,7.5,9.0,clear,1028.98,6,Winter,6.0,mountain,Sunny
3362,21.0,65,5.5,82.0,overcast,1170.94,6,Autumn,3.5,mountain,Cloudy
12440,12.0,65,6.5,13.0,partly cloudy,1010.57,1,Winter,7.5,mountain,Cloudy
8027,30.0,65,3.5,0.0,clear,1022.13,10,Winter,8.5,coastal,Sunny
5503,16.0,65,14.0,17.0,partly cloudy,1019.78,1,Spring,7.5,mountain,Cloudy
6052,41.0,65,0.5,14.0,partly cloudy,1013.75,10,Winter,6.0,inland,Sunny
8033,26.0,65,4.5,12.0,clear,1011.24,8,Spring,9.0,inland,Sunny
4049,33.0,65,0.5,5.0,partly cloudy,1024.2,6,Summer,8.5,inland,Sunny
11090,-1.0,65,3.0,79.0,overcast,996.25,0,Winter,3.5,inland,Snowy
8120,-13.0,65,10.5,62.0,cloudy,873.6,13,Autumn,10.5,coastal,Snowy
3418,26.0,65,2.0,34.0,partly cloudy,1011.74,4,Autumn,7.0,mountain,Cloudy
104,22.0,65,6.0,14.0,partly cloudy,1010.17,8,Autumn,7.0,coastal,Sunny
1347,11.0,65,7.5,73.0,overcast,1002.92,2,Winter,3.5,inland,Rainy
4087,33.0,65,14.0,14.0,overcast,1001.43,1,Winter,6.0,inland,Cloudy
8876,21.0,65,5.5,14.0,clear,1019.99,7,Spring,9.5,inland,Sunny
5425,11.0,65,4.5,14.0,overcast,1001.15,4,Summer,8.0,inland,Cloudy
11228,22.0,65,12.5,85.0,overcast,1013.47,2,Spring,4.0,coastal,Rainy
7999,13.0,65,15.0,93.0,overcast,1014.75,3,Winter,3.0,inland,Rainy
3391,11.0,65,3.5,47.0,partly cloudy,1013.23,4,Summer,8.0,mountain,Cloudy
1398,10.0,65,7.0,21.0,overcast,1012.63,1,Summer,8.0,inland,Cloudy
8036,1.0,65,19.0,59.0,partly cloudy,980.18,1,Winter,2.0,inland,Snowy
12452,34.0,65,7.0,3.0,partly cloudy,1011.23,10,Summer,9.0,mountain,Sunny
5781,-3.0,65,4.0,80.0,overcast,980.23,1,Winter,5.0,mountain,Snowy
13151,21.0,65,18.5,89.0,overcast,999.43,0,Spring,4.5,coastal,Rainy
1521,-2.0,65,8.0,51.0,partly cloudy,982.0,1,Winter,4.5,inland,Snowy
6152,30.0,65,16.0,90.0,partly cloudy,1000.92,0,Winter,3.0,inland,Rainy
12388,28.0,65,11.5,67.0,overcast,1008.39,1,Autumn,4.5,inland,Rainy
12076,28.0,65,1.5,20.0,partly cloudy,1007.0,4,Spring,8.5,mountain,Cloudy
3956,13.0,65,7.5,54.0,partly cloudy,1001.74,1,Winter,4.0,mountain,Rainy
5633,32.0,65,14.5,78.0,overcast,998.06,3,Summer,3.5,coastal,Rainy
6266,11.0,65,8.0,82.0,overcast,994.61,0,Winter,4.0,mountain,Rainy
884,17.0,65,7.0,64.0,partly cloudy,1004.05,0,Spring,4.0,mountain,Rainy
3302,12.0,65,11.5,32.0,overcast,1015.02,2,Autumn,7.5,coastal,Cloudy
678,33.0,65,7.5,45.0,partly cloudy,1019.07,1,Summer,9.0,coastal,Cloudy
13101,11.0,65,11.0,82.0,overcast,1014.96,3,Winter,4.0,coastal,Rainy
3229,29.0,65,7.5,53.0,partly cloudy,1016.71,2,Spring,3.0,mountain,Rainy
1545,35.0,65,9.5,12.0,partly cloudy,1018.19,7,Autumn,5.5,coastal,Sunny
3141,16.0,65,0.0,33.0,overcast,1015.29,1,Summer,6.0,mountain,Cloudy
3481,28.0,65,13.0,86.0,partly cloudy,1006.89,2,Autumn,2.5,coastal,Rainy
2148,-8.0,65,9.5,62.0,overcast,989.99,0,Winter,4.0,inland,Snowy
2582,-9.0,65,6.0,65.0,overcast,995.43,0,Winter,3.0,mountain,Snowy
6937,-2.0,65,14.0,95.0,partly cloudy,995.34,1,Winter,1.5,inland,Snowy
4927,18.0,65,0.5,14.0,partly cloudy,1000.41,3,Winter,6.5,coastal,Cloudy
3849,-6.0,65,7.5,62.0,overcast,997.59,0,Winter,1.5,mountain,Snowy
9386,21.0,65,12.0,15.0,overcast,1019.31,2,Summer,8.5,mountain,Cloudy
10520,21.0,65,11.5,49.0,partly cloudy,1010.53,1,Autumn,5.5,inland,Cloudy
4904,-5.0,65,14.0,75.0,overcast,980.83,1,Winter,3.0,inland,Snowy
10499,24.0,65,0.5,46.0,partly cloudy,1006.69,3,Autumn,8.0,inland,Cloudy
12612,42.0,65,6.5,4.0,partly cloudy,1020.63,6,Spring,9.0,coastal,Sunny
4890,36.0,65,9.5,3.0,clear,1014.85,11,Autumn,7.5,coastal,Sunny
4884,3.0,65,4.5,60.0,partly cloudy,982.41,0,Winter,4.0,mountain,Snowy
12615,32.0,65,8.0,39.0,overcast,1017.88,1,Spring,5.0,mountain,Cloudy
8603,33.0,65,7.0,77.0,overcast,993.76,0,Autumn,3.0,mountain,Rainy
4861,18.0,65,13.5,17.0,overcast,1010.47,3,Summer,6.5,coastal,Cloudy
2214,33.0,65,7.0,66.0,partly cloudy,1013.95,3,Summer,2.0,coastal,Rainy
8415,13.0,65,12.5,18.0,overcast,1015.55,4,Winter,7.0,inland,Cloudy
1130,28.0,65,6.5,44.0,partly cloudy,1015.54,2,Autumn,5.5,mountain,Cloudy
7603,28.0,65,5.5,64.0,overcast,1004.68,0,Spring,4.0,mountain,Rainy
11800,23.0,65,3.0,40.0,overcast,1007.2,4,Spring,7.5,inland,Cloudy
7593,25.0,65,0.0,16.0,clear,1019.39,5,Winter,9.0,coastal,Sunny
7067,17.0,65,5.5,16.0,overcast,1001.2,4,Winter,6.5,coastal,Cloudy
11698,26.0,65,13.5,42.0,partly cloudy,1009.04,4,Autumn,7.5,coastal,Cloudy
9407,42.0,65,1.5,9.0,clear,1017.02,11,Autumn,6.0,inland,Sunny
793,14.0,65,16.5,96.0,partly cloudy,1007.99,0,Autumn,1.0,mountain,Rainy
4962,-9.0,65,14.0,82.0,overcast,997.52,0,Winter,2.5,mountain,Snowy
10628,25.0,65,8.5,72.0,partly cloudy,1011.8,3,Autumn,2.0,inland,Rainy
10547,-1.0,65,19.5,71.0,partly cloudy,998.83,1,Winter,1.0,mountain,Snowy
6783,31.0,65,7.0,82.0,partly cloudy,995.05,0,Summer,2.0,coastal,Rainy
12012,22.0,65,13.0,30.0,partly cloudy,1015.11,3,Autumn,8.0,inland,Cloudy
545,44.0,65,6.5,3.0,clear,1021.53,8,Autumn,7.0,coastal,Sunny
2101,33.0,65,10.0,48.0,partly cloudy,1001.11,4,Autumn,7.0,mountain,Cloudy
9992,35.0,65,6.5,12.0,clear,1019.49,7,Autumn,6.0,mountain,Sunny
3103,19.0,65,7.5,49.0,partly cloudy,1002.71,3,Spring,7.0,inland,Cloudy
10595,-13.0,65,9.0,61.0,cloudy,1075.18,4,Autumn,7.5,coastal,Cloudy
12313,-2.0,65,15.5,73.0,overcast,996.68,0,Winter,1.5,inland,Snowy
10587,23.0,65,16.0,54.0,overcast,1007.22,0,Autumn,2.0,inland,Rainy
11654,23.0,65,9.5,15.0,overcast,1006.38,3,Spring,6.0,mountain,Cloudy
2957,26.0,65,18.5,58.0,overcast,1018.62,1,Summer,4.0,coastal,Rainy
4335,15.0,65,6.5,23.0,overcast,1013.01,2,Spring,8.5,mountain,Cloudy
7694,29.0,65,8.5,51.0,overcast,1007.45,0,Summer,3.5,mountain,Rainy
12584,21.0,65,19.0,55.0,partly cloudy,1013.7,0,Autumn,4.0,mountain,Rainy
3096,-4.0,65,18.5,96.0,overcast,991.44,0,Winter,2.0,mountain,Snowy
12856,33.0,65,4.0,45.0,partly cloudy,1019.47,2,Winter,6.0,coastal,Cloudy
2127,4.0,65,7.0,77.0,partly cloudy,980.37,0,Winter,3.5,mountain,Snowy
524,19.0,65,5.5,34.0,partly cloudy,1142.94,5,Winter,1.0,mountain,Sunny
10557,20.0,65,5.5,17.0,clear,1029.96,10,Spring,9.5,mountain,Sunny
6881,26.0,65,6.0,28.0,overcast,1001.34,1,Summer,6.0,mountain,Cloudy
9366,26.0,65,5.5,11.0,partly cloudy,1028.22,5,Summer,6.0,inland,Sunny
972,29.0,65,18.0,91.0,partly cloudy,1010.71,0,Winter,5.0,coastal,Rainy
2140,17.0,65,13.5,95.0,overcast,1001.51,0,Winter,2.0,mountain,Rainy
4828,14.0,65,16.0,95.0,overcast,999.84,1,Autumn,2.0,coastal,Rainy
7088,11.0,65,7.5,92.0,partly cloudy,1000.24,0,Autumn,4.0,inland,Rainy
2253,-2.0,65,18.0,62.0,overcast,990.98,1,Winter,2.0,inland,Snowy
8582,2.0,65,4.0,75.0,overcast,990.41,1,Winter,2.5,inland,Snowy
2334,2.0,65,16.5,51.0,overcast,993.38,0,Winter,4.0,inland,Snowy
2339,34.0,65,1.0,16.0,overcast,1002.95,2,Autumn,5.0,inland,Cloudy
7243,32.0,65,8.5,18.0,clear,1022.0,9,Winter,6.0,mountain,Sunny
7490,11.0,65,0.5,17.0,partly cloudy,1014.35,2,Summer,7.5,mountain,Cloudy
3045,21.0,65,9.5,12.0,clear,1018.91,11,Summer,9.0,coastal,Sunny
12289,39.0,65,0.5,7.0,partly cloudy,1012.53,7,Spring,9.5,coastal,Sunny
10288,32.0,65,12.5,33.0,partly cloudy,1005.18,4,Spring,7.5,inland,Cloudy
10282,22.0,65,12.5,91.0,partly cloudy,1017.63,0,Autumn,2.5,coastal,Rainy
10277,17.0,65,2.5,23.0,partly cloudy,1016.65,4,Spring,7.5,coastal,Cloudy
8470,21.0,65,4.5,13.0,partly cloudy,1013.07,6,Summer,9.0,inland,Sunny
3005,24.0,65,3.0,6.0,clear,1021.21,8,Autumn,8.0,coastal,Sunny
4623,-2.0,65,4.5,69.0,partly cloudy,984.7,0,Winter,4.0,mountain,Snowy
7455,11.0,65,9.5,90.0,overcast,994.47,1,Spring,3.5,inland,Rainy
10181,0.0,65,0.5,79.0,partly cloudy,990.82,1,Winter,4.5,inland,Snowy
12704,27.0,65,14.0,11.0,partly cloudy,920.85,2,Autumn,18.5,mountain,Rainy
7349,-8.0,65,2.5,79.0,cloudy,800.12,14,Winter,17.0,coastal,Cloudy
4597,28.0,65,7.0,8.0,clear,1017.84,7,Summer,9.5,coastal,Sunny
8483,34.0,65,20.0,56.0,partly cloudy,1019.24,3,Spring,3.5,coastal,Rainy
4586,0.0,65,15.0,63.0,partly cloudy,989.96,1,Winter,2.0,inland,Snowy
10219,20.0,65,11.0,20.0,partly cloudy,1016.95,4,Winter,8.0,inland,Cloudy
10218,23.0,65,10.5,51.0,overcast,997.02,0,Autumn,1.5,coastal,Rainy
4562,30.0,65,3.5,15.0,partly cloudy,1001.44,3,Autumn,9.0,inland,Cloudy
2425,15.0,65,6.0,18.0,partly cloudy,1007.69,2,Winter,7.5,mountain,Cloudy
2329,26.0,65,8.0,42.0,overcast,1007.73,4,Autumn,9.0,coastal,Cloudy
468,20.0,65,10.0,42.0,cloudy,1080.21,10,Autumn,17.0,coastal,Snowy
473,17.0,65,15.0,60.0,partly cloudy,1001.27,3,Autumn,4.0,mountain,Rainy
12299,31.0,65,4.5,45.0,overcast,1016.06,1,Spring,7.5,mountain,Cloudy
7099,15.0,65,2.5,44.0,overcast,1008.18,3,Summer,8.0,inland,Cloudy
7100,34.0,65,9.5,76.0,overcast,1019.16,1,Autumn,5.0,inland,Rainy
7570,31.0,65,15.0,96.0,overcast,1001.34,1,Spring,4.5,mountain,Rainy
7112,32.0,65,2.5,7.0,partly cloudy,1018.37,8,Summer,6.0,coastal,Sunny
2539,32.0,65,11.5,58.0,overcast,1006.27,3,Summer,3.5,inland,Rainy
4808,11.0,65,12.5,45.0,overcast,1015.64,3,Summer,7.5,mountain,Cloudy
4807,-17.0,65,3.5,72.0,overcast,865.24,5,Summer,6.5,inland,Cloudy
340,1.0,65,8.0,62.0,overcast,996.55,0,Winter,5.0,mountain,Snowy
1191,4.0,65,16.5,91.0,overcast,982.75,0,Winter,3.0,inland,Snowy
4789,44.0,65,1.0,16.0,partly cloudy,1014.97,10,Winter,5.5,mountain,Sunny
10384,34.0,65,10.5,45.0,partly cloudy,1005.25,2,Autumn,7.5,coastal,Cloudy
7196,3.0,65,16.0,63.0,partly cloudy,996.43,1,Winter,4.5,inland,Snowy
10118,31.0,65,7.5,58.0,overcast,1006.14,3,Spring,4.0,coastal,Rainy
